"",,,Assunto (clique para ver as
Título do livro,Link de acesso ao livro,URL da imagem da capa,
"",,,opções)
http://editora.upf.br/index.php/e-bhototpk:s/-/toedpiot/o7r7a.-uepnfv.eblrh/eimciamgens/toliv-hrousm/caanpoa/_P2s3id5c_o-elongvieall hee Pcsiimicaenátoli-s_he8u.pmnagno-retratos-do-conhecimento1Envelhecimento Humano: Retratos do conhecimento,,,
Adorno e a recepção da crítica de Nietzsche à cultura em,,,
"",http://editora.upf.br/index.php/e-bhototpk:s/-/toedpiot/o4r5a.-ufiplofs.borf/iaim-aargeeas-d/loiv-rcosn/hceacpiam_Feailnodtsoor/nf2ioa3_43-da.dponrgno-e-a-recepcao-da-critica-de-nietzsche-a-cultura-em-dialetica-do-esclarecimento,,
2 Dialética do Esclarecimento,,,
A possibilidade de transformação do regime jurídico dos,,,
3 serviços públicos em atividade econômica,http://editora.upf.br/index.php/e-bhototpk:s/-/toedpiot/o3r7a.-udpirfe.bitro/-iamraegae-dso/l-icvoronsh/eAc_impoeCsnisêtiboni/cl2ida3a 1Pd-oeal_í-tpdicoeas_stirbailnidsfaodrem-daec-atora_ndsof_orremgaimcaeo_-jduori-driecgoi_mcea-pjuar.pidnicgo-dos-servicos-publicos-em-atividade-economica,,
4 Bioquímica aplicada - volume 2,http://editora.upf.br/index.php/colhetctapo:-/d/eiddaitoicraa/.5u6p-fm.ber/diimciangae-as/relivar-odso/-bcoionqhuSeiacmúimidcea -neat poMl/iec2ad3di3ca-ibn_ivao.2q.upinmgica-aplicada,,
Aplicações de simulação e otimização nos sistemas de,,,
5 produção: volume 2,http://editora.upf.br/index.php/e-bhototpk:s/-/toedpiot/o7r6a.-uepnfg.ebnr/himaraiag/e2s2/9li-varpolsi/capcoliceaEsc-ndogee-sns_ihmdaeur_ilassicmaou-laec-oatoi_mviozalucmaoe-_n2o.sp-nsigstemas-de-producao-volume-2,,
6 Tempo de ausência: 30 anos sem Josué Guimarães,http://editora.upf.br/index.php/e-bhototpk:s/-/toedpiot/o6r8a.-uliptefr.bart/uirma/a2g2e6s/-tlievmropso/T-deem-apLuoits_eedrnaect_iuar-uafsi:ne panrlcoisaa_ cea poae3sdi.apng,,
"Mundo rural, regiões e fronteiras no processo de",,,
7 (re)apropriação territorial e agrária,http://editora.upf.br/index.php/e-bhototpk:s/-/toedpiot/o4r1a.-uhpisft.obri/aim-aaregae-sd/oliv-crons/hceacpima_Heminsutóonr/di2ao2_4r-umrauln.pdnog-rural,,
"","Sobre teoria e prática: ensaios e narrativas deexperiências formativas e pedagógicas",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r6a.-uepdfu.bcar/ciamoa-agreesa/-lidvoro-cso/snohbe,eEim_dtuencoatroçiaã/.2op2 ne3g -Pseodbargeo-tgeioaria-e-prati
"",Ciências sociais em estudo,http://editora.upf.br/index.,http://editora.upf.br/images/livros/cien,Siaosc_iosolocgiaiais.png
"","Planejamento urbano e regional: conceitos, processos emetodologias",http://editora.upf.br/index.php/c,lhetctapo:-/d/eiddaitoicraa/.6u3p-fa.brqr/uimiteatguersa/-leiv-urorbs/acnaips,_Aopr-qlaaurneiteaej-atdumor-eacn oetn oUh_reubcraibmnaisenmnot_ooe/_2r1e7g-ipol
"",Ensaios de direito processual civil,http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o3r7a.-udpirfe.bitro/-iamraegae-dso/l-icvoronsh/eccaip,e_Cnoiêt_onn/co2iav2 o5P_-oedlínitrsiecaiatios_-pdreo-cdeirsesiutoal.png
"",Pesquisas acadêmicas II: ensaios filosóficos,http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r5a.-ufiplofs.borf/iaim-aargeeas-d/loiv-rcosn/heencsi,iFoeilsno_tsfoil/of2isa1o6fi-cpoess.qpunigsas-academicas
13,"O comunitário na identidade da Universidade de PassoFundo",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r1a.-uhpisft.obri/aim-aaregae-sd/oliv-crons/hoe%ci2,Hecionsmtóour/i2na1it5a-roio-c.ponmgunitario
14,"Troca rápida de ferramentas: aplicações e casos práticosno uso dos conceitos TRF",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o7r6a.-uepnfg.ebnr/himaraiag/e2s1/4li-vtrroosc/aT-RraF,E3idnDag.-pednegh-faerriraasmentas
15,Tópicos em Hepatologia,http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o8r2a.-umpefd.bicr/inima/a2g1e3s-/tloivproicso/st-oepi,-Sohaseú_pdaet _oehl oMegpeiadtiocliongaia.png
16,"Anais do 10o Seminário de atualização pedagógica paraprofessores da educação básica e 8o Encontro deprofessores e estagiários das licenciaturas",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r6a.-uepdfu.bcar/ciamoa-agreesa/-lidvoro-cso/snehme,Eipmdeue_nc3atdoç.ã/p2on1 ge2 -Paendaaisg-osgeima ape-10
17,"Gestão de projetos na Engenharia de Produção: uma visãoacadêmica",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o7r6a.-uepnfg.ebnr/himaraiag/e2s0/0li-vgreost/agoe-sdt,Eo-np_grdoeejne_htpoarrsoiajestos_3D.png
18,"O trabalho pedagógico na educação de jovens e adultos :repensando e qualificando as práticas educativas",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r6a.-uepdfu.bcar/ciamoa-agreesa/-lidvoro-cso/tnrhaeb,Eilmhdoue_ncaptoçeã/d1oa9 ge9o -Pgoei-cdtoraa_gbeoa_gldihaiogn-pideaddaeg_o3gi
19,"Indígenas, quilombolas e agricultores: história e conflitosagrários no sul do Brasil",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r1a.-uhpisft.obri/aim-aaregae-sd/oliv-crons/hCeAcPi,He_inisntdóoir/gi1ae9n2a-sin_d3Dig.ejpngas-quilombola
20,"Construindo o estado da arte da informática na educação:parte 1",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r0a.-utepcfn.borl/oimgiasg-edse/-linvrfosrm/liavcro,o_Inr-aeforserman-hádatoisc-1ca_o e3n DhT.ejpcingmoelongtioa/164-co
21,"Tecnologias de informação no processo deenvelhecimento humano",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r0a.-utepcfn.borl/oimgiasg-edse/-linvrfosrm/Taec,oIn-laoforgerimas-ád_todic-eca_o ien fhToercminmaooelon_g3tioad/.1jp3g3-tec
22,"Programação de computadores na educação: um passo apasso utilizando o Scratch",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r0a.-utepcfn.borl/oimgiasg-edse/-linvrfosrm/pacs,oIn-_afaor_erpmaa-ádsstoioc-c_aoc ean phTae_c3inmdo.eljonpgtgioa/145-pr
23,"Casar bem: estratégias matrimoniais e econômicas naRegião de Colonização Italiana do Rio Grande do Sul (19061970)",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o4r1a.-uhpisft.obri/aim-aaregae-sd/oliv-crons/hceacsia,H_eibnsetóomr/i_2a32d2.-pcansgar-bem
24,"Balcão do Consumidor - Coletânea Educação para oConsumo: novas tecnologias",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o3r7a.-udpirfe.bitro/-iamraegae-dso/l-icvoronsh/encoiv,eDsn_irtoeic/t1no9o6lo-bgiaalsc_a3oD-d.pon-cgonsumidor-
25,Termodinâmica macroscópica essencial - 2a edição,http://editora.upf.br/index.php/c,lhetctapo:-/d/eiddaitoicraa/.8u1p-fe.bnrg/eimnhaagreisa/-lmiverocas/ntiecra/,Eo0nd8gi-netaenmrhmaicroaida_si3nda.mpnicga
A transnacionalização imobiliária e suas linhas de fratura,http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o3r7a.-udpirfe.bitro/-iamraegae-dso/l-icvoronsh/eAc_itr,eDnisrtenoia/t2coi4 oi3mn-aol-bitzrialaicánarsiono_aicmioonbailiazaricaa.pon-i,
"Histórico e resultados das políticas indutoras para areorientação da formação em saúde em Passo Fundo",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o8r2a.-umpefd.bicr/inima/a2g4e1s-/hliivsrtosr/icoa-pp,_Slhaitúiiscdtaoesr -picnúodb_uleitc_oareasultados_das_pol,
"Vislumbre - Asturian, o vago",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o6r8a.-uliptefr.bart/uirma/a2g4e0s/-vliivsrlousm/vbirsel,mLitberrea.ptunrga brasileira,
"Estudos em Design e Interiores: uma abordagemcontemporânea",http://editora.upf.br/index.php/e-,hototpk:s/-/toedpiot/o3r9a.-uaprqf.ubirt/eitmuraag-ees-/ulrivbraonsi/semstou,aAorresqa_u-editmoe-_tcudorenas hi-g eDnce_imsei_gein teoe /Irn2iot3er8er-isdo_ercesasipg,
Literatura Gaúcha: Cena Contemporânea,http://editora.upf.br/index.php/in,chitatlp/3:/5/-ejodritnoardaa.u/2p4f.2b-rl/itimeragtuersa/l-igvarousc/hcaap,_Liltiteerraattuurraa_gaucha.png,
"",,,,
"",,,,
"",,,,
"",,,,
"",,,,
"Suporte (clique paraver as opções)",Preço de capa,"Preço devenda","Editora /Coeditora","Autor(es)/organizador(es)","Ano depublicação",ISBN,"Númerode páginas"
E-book gratuito,,,UPF EDITORA,"Marilene RodriguesPortella",2020,978-65-5607-008-7,290
E-book gratuito,,,UPF EDITORA,Francisco Fianco,2020,978-65-5607-005-6,151
E-book gratuito,,,UPF EDITORA,Jacson Bacin Vicente,2020,978-65-5607-003-2,136
E-book gratuito,,,UPF EDITORA,,2020,978-65-5607-004-9,194
E-book gratuito,,,UPF EDITORA,Anderson Hoose,2020,978-65-5607-000-1,139
E-book gratuito,,,UPF EDITORA,Miguel Rettenmaier,2019,978-85-523-0076-2,204
E-book gratuito,,,UPF EDITORA,"Ironita Adenir PolicarpoMachado",2019,978-85-523-0078-6,324
E-book gratuito,,,UPF EDITORA,Eldon Henrique Mühl,2019,978-85-523-0073-1,400
E-book gratuito,,,UPF EDITORA,Glauco Ludwig Araujo,2019,978-85-523-0071-7,358
E-book gratuito,,,UPF EDITORA,Rosa Maria Locatelli Kalil,2019,978-85-523-0011-3,144
E-book gratuito,,,UPF EDITORA,Jaqueline Morandini,2019,978-85-523-0075-5,302
E-book gratuito,,,UPF EDITORA,Nadir Antonio Pichler,2019,978-85-523-0067-0,184
E-book gratuito,,,UPF EDITORA,Elydo Alcides Guareschi,2019,978-85-523-0016-8,190
E-book gratuito,,,UPF EDITORA,Anderson Hoose et al.,2019,978-85-523-0066-3,224
E-book gratuito,,,UPF EDITORA,Paulo R. Reichert,2019,978-85-523-0065-6,188
E-book gratuito,,,UPF EDITORA,Luciane Sturm,2019,978-85-523-0064-9,149
E-book gratuito,,,UPF EDITORA,Nilo A. Scheidmandel et al.,2018,978-85-523-0053-3,154
E-book gratuito,,,UPF EDITORA,Carla Cristine Tramontina,2018,978-85-523-0051-9,188
E-book gratuito,,,UPF EDITORA,"Ironita A. PolicarpoMachado",2018,978-85-523-0038-0,112
E-book gratuito,,,UPF EDITORA,Adriano Canabarro Teixeira,2017,978-85-7515-996-5,124
E-book gratuito,,,UPF EDITORA,Adriano Pasqualotti,2015,978-85-7515-894-4,251
E-book gratuito,,,UPF EDITORA,Neuza T. Oro,2016,978-85-7515-929-3,110
E-book gratuito,,,UPF EDITORA,Marinilse Marina Busato,2019,978-85-523-0072-4,243
E-book gratuito,,,UPF EDITORA,Liton Lanes Pilau Sobrinho,2018,978-85-523-0043-4,247
E-book gratuito,,,UPF EDITORA,Luís Edson Saraiva,2019,978-85-523-0061-8,260
E-book gratuito,,,UPF EDITORA,Gabriela Becker Pinto,2021,978-65-5607-016-2,99
E-book gratuito,,,UPF EDITORA,"Carla Beatrice CrivellaroGonçalves e CristianeBarelli",2021,978-65-5607-012-4,384
E-book gratuito,,,UPF EDITORA,Arnaldo Gonçalves,2021,978-65-5607-014-8,132
E-book gratuito,,,UPF EDITORA,"Marcelo Schults Moreira,Daniela Cardoso, JulianaMenna Barreto",2020,978-65-5607-002-5,414
E-book gratuito,,,UPF EDITORA,"Miguel Rettenmaier eFabiane Verardi",2021,978-65-5607-015-5,225
"",,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
"",,,,,,,
